time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2022-12-28 11:00:00,16664.88,16689.3,16659.85,16678.98,6077.60977,101331659.1964194,209640.0,3032.07242,50554218.0657587
2022-12-28 12:00:00,16678.52,16687.57,16651.54,16655.69,5877.80146,97965276.8131117,202759.0,2810.30997,46839803.8948199
2022-12-28 13:00:00,16655.7,16664.97,16640.67,16652.02,5670.51571,94431267.0509212,191104.0,2775.1531,46215433.4585265
2022-12-28 14:00:00,16652.02,16767.31,16627.94,16739.01,14239.14491,237840086.6012448,349542.0,7108.55988,118739894.7405159
2022-12-28 15:00:00,16739.66,16785.19,16569.94,16578.52,15903.57349,265150214.944841,400210.0,7728.57997,128845687.1303922
2022-12-28 16:00:00,16578.02,16627.92,16563.63,16608.23,8554.77204,142011627.8653849,271205.0,4280.1889,71053040.3570814
2022-12-28 17:00:00,16607.86,16658.9,16590.37,16640.45,6734.17509,111946366.2752297,220868.0,3568.33482,59320677.187016
2022-12-28 18:00:00,16640.02,16668.0,16617.21,16632.92,6498.88664,108145734.8208066,201496.0,3265.35259,54338967.0734062
2022-12-28 19:00:00,16633.18,16647.1,16591.38,16595.92,6112.8591,101572761.716985,195362.0,3020.13324,50184106.036275
2022-12-28 20:00:00,16595.43,16615.67,16578.57,16596.0,5608.78253,93105420.6289822,179174.0,2856.22793,47414168.2534538
2022-12-28 21:00:00,16596.9,16598.42,16465.33,16527.88,14863.50775,245600028.1497601,295547.0,7468.16126,123404699.5837255
2022-12-28 22:00:00,16527.88,16542.41,16475.98,16518.03,7262.60362,119877469.6767941,172594.0,3682.7921,60789082.0686281
2022-12-28 23:00:00,16518.03,16560.64,16511.16,16547.31,7050.1935,116613549.1488091,164639.0,3552.02685,58752826.4057042
2022-12-29 00:00:00,16547.32,16594.0,16540.65,16583.19,6641.68391,110018739.1575522,195142.0,3292.51122,54542576.1699714
2022-12-29 01:00:00,16583.19,16586.92,16544.0,16548.53,4694.30891,77746192.2894664,162863.0,2280.93175,37776803.9620481
2022-12-29 02:00:00,16548.53,16555.0,16488.91,16540.93,8161.75012,134875397.4959459,222593.0,4041.87914,66796298.584164
2022-12-29 03:00:00,16540.93,16563.49,16534.62,16558.33,4111.08574,68034026.4992977,152972.0,2108.16234,34888442.2910328
2022-12-29 04:00:00,16558.33,16583.87,16539.85,16572.23,5869.44185,97210662.7975813,170838.0,2861.74304,47397533.5021906
2022-12-29 05:00:00,16572.67,16582.79,16556.71,16576.59,4196.51995,69527188.5550403,133076.0,2096.70524,34738209.9330459
2022-12-29 06:00:00,16577.21,16582.38,16558.0,16564.49,4724.94244,78285118.0020789,145849.0,2383.90496,39497343.4636249
2022-12-29 07:00:00,16564.6,16572.71,16534.04,16556.37,6367.90859,105394291.937147,175945.0,3262.5335,53998660.4587728
2022-12-29 08:00:00,16556.37,16567.36,16517.54,16530.88,7169.74469,118578960.2593543,211431.0,3607.54817,59664322.8756524
2022-12-29 09:00:00,16530.16,16630.0,16529.84,16591.59,9402.72221,155909658.9482262,254162.0,4935.21202,81830960.4129522
2022-12-29 10:00:00,16591.59,16610.75,16578.49,16604.78,5834.80225,96825628.7623204,186066.0,3005.22231,49870866.8335737
2022-12-29 11:00:00,16604.78,16622.06,16588.16,16598.7,5805.44872,96385582.7537253,184494.0,2868.91027,47631872.7912409
2022-12-29 12:00:00,16598.7,16623.72,16590.64,16616.87,6321.08408,104960125.3364695,197297.0,3189.26195,52958134.5541792
2022-12-29 13:00:00,16616.79,16651.48,16593.51,16616.84,9394.84546,156192303.3737213,260588.0,4684.59815,77885562.2848723
2022-12-29 14:00:00,16616.84,16663.77,16601.89,16629.53,10456.62874,173909764.6788806,267000.0,5371.40476,89335308.7466815
2022-12-29 15:00:00,16630.12,16664.41,16607.98,16616.6,8122.81908,135121827.360087,216179.0,4120.20738,68539785.6260513
2022-12-29 16:00:00,16616.6,16654.54,16606.44,16632.06,7195.45266,119664230.6525825,191769.0,3594.24903,59777599.2453391
2022-12-29 17:00:00,16632.06,16639.16,16595.5,16616.47,5991.56776,99581254.4190186,166210.0,2983.20892,49582799.9607979
2022-12-29 18:00:00,16616.06,16636.72,16603.04,16633.73,6189.76711,102866661.1403282,161768.0,3060.81938,50868083.6063526
2022-12-29 19:00:00,16633.73,16642.08,16590.82,16612.4,6853.9893,113911228.4405124,176942.0,3361.68847,55870428.4864503
2022-12-29 20:00:00,16612.4,16618.63,16555.57,16599.24,9809.00175,162768039.4768547,238036.0,4878.70058,80959148.6015494
2022-12-29 21:00:00,16599.24,16614.88,16590.76,16599.54,4794.7673,79601405.7300911,143444.0,2478.1153,41141997.4413934
2022-12-29 22:00:00,16599.53,16639.0,16595.09,16619.56,5800.19524,96382521.4878707,149999.0,3013.26738,50072533.3098955
2022-12-29 23:00:00,16619.56,16654.51,16612.39,16633.47,7087.99372,117914938.5274701,189214.0,3496.83917,58174589.8531945
2022-12-30 00:00:00,16633.47,16648.77,16617.74,16629.52,5016.96426,83453869.0517856,152720.0,2497.37026,41542749.6910325
2022-12-30 01:00:00,16629.52,16635.81,16601.24,16608.63,4848.11242,80565060.5885513,152684.0,2358.33991,39191172.0803571
2022-12-30 02:00:00,16608.63,16624.4,16579.75,16604.06,6647.88081,110386995.3009003,180597.0,3213.16863,53354165.0095156
2022-12-30 03:00:00,16603.63,16615.55,16582.95,16599.08,4344.67044,72129241.4276167,158546.0,2151.98957,35727382.1643826
2022-12-30 04:00:00,16598.79,16615.35,16590.86,16613.79,4709.16466,78179659.0035226,150797.0,2320.11943,38518300.9643061
2022-12-30 05:00:00,16613.94,16614.54,16517.09,16554.39,6537.07881,108346747.9431518,163462.0,3159.55132,52365681.7774253
2022-12-30 06:00:00,16554.39,16574.66,16534.52,16544.94,5926.63285,98115621.7021296,172379.0,2922.24394,48378355.3732448
2022-12-30 07:00:00,16545.55,16546.38,16429.0,16474.93,11773.01126,194131518.5724165,260496.0,5978.02422,98581056.5799558
2022-12-30 08:00:00,16475.1,16510.09,16458.25,16500.24,5619.33858,92634407.4222451,189812.0,2854.38816,47054392.7636205
2022-12-30 09:00:00,16500.24,16531.1,16497.31,16517.21,5194.88816,85801158.6706779,162199.0,2566.55864,42391427.0561925
2022-12-30 10:00:00,16517.55,16530.64,16485.51,16488.71,5143.69237,84926041.8389651,146491.0,2509.80492,41439226.6767059
2022-12-30 11:00:00,16488.87,16518.3,16484.0,16496.27,4547.98774,75046865.941323,148884.0,2256.88955,37241031.2623381
2022-12-30 12:00:00,16495.96,16507.92,16472.31,16494.58,7404.90011,122123033.9781932,212619.0,3640.19423,60035861.9618365
2022-12-30 13:00:00,16494.14,16505.95,16457.63,16465.88,6201.32397,102210751.6120771,175000.0,3082.28572,50803672.325591
2022-12-30 14:00:00,16465.87,16500.44,16333.0,16413.4,15026.83088,246991158.8628507,311320.0,7421.0482,121977856.0434442
2022-12-30 15:00:00,16414.18,16580.7,16400.4,16555.26,16056.89492,265017763.3964442,326597.0,8298.39548,136949107.6440453
2022-12-30 16:00:00,16555.26,16577.0,16515.45,16545.86,7841.68863,129706684.0435686,193123.0,3914.20786,64742561.2995438
2022-12-30 17:00:00,16545.86,16551.4,16517.08,16533.12,5701.12566,94240544.2386068,153760.0,2826.81046,46728634.0453651
